(' hours on the phone yesterday really still doesn t pick up status on us air flight ', 'negative'),
(' your terry is our hero got my husband back thru security to retrieve cellphone left on plane in austin terry # u rock ', 'positive'),
(' your terry is our hero got my husband back thru security to retrieve cellphone left on plane in austin terry # u rock ', 'positive'),
(' just got a call apologizing personally for the long waits last week trying to rebook flights class act i appreciate that ', 'positive'),
(' awesome staff at the check in desk they had a paper airplane race for a sw gift card to keep ppl entertained during delays', 'positive'),
(' exciting times ahead ', 'positive'),
(' @maryella_green despite the inconveniencethe situation was handled quickly and we appreciate it very much ', 'positive'),
(' just go ahead and start the scavenger hunt after pm today when work is over', 'positive'),
(' @maryella_green just received itactually thank you ', 'positive'),
(' thanks for getting us to paradise safely', 'positive'),
(' thanks no dc yeti see i will keep that link and check back appreciate it ', 'positive'),
(' thanks for update', 'positive'),
(' #netneutral ity nice to see you prioritize internet traffic to your own streaming service over other web sites ', 'positive'),
(' thanksidk if it still late flight but i hope i get it tonight ', 'positive'),
(' best airline ', 'positive'),
(' absolutely ', 'positive'),
(' me on one of your planes thanks for taking me arizona ', 'positive'),
(' thanks', 'positive'),
(' have sent you awith the details thanks ', 'positive'),
(' i want one ', 'positive'),
(' big thanks to yvonne anthony from the chairman s desk top tier customer service today #outstanding', 'positive'),
(' #redcarpet southwest companion pass would be great ', 'positive'),
(' i heart my cp status sure would be nice to have though ', 'positive'),
(' thank you', 'positive'),
(' i miss mine terribly a for myanniversary would be amazing it would mean luv is in the air #dontmakemebeg', 'positive'),
(' yes please ', 'positive'),
(' thanks for helping with #reflight booking problems #cancelled flightedflight yvonne anthony you will help us get to tel aviv on time #happyfriday', 'positive'),
(' no apology necessary it was wind and i was on delta xoxo', 'positive'),
(' thank you for taking care of me with a drink since my in flight entertainment wasn t working', 'positive'),
(' thank you', 'positive'),
(' yes please how do we get that companion pass ', 'positive'),
(' anniversary on aprilstill sweethearts companions lifetime sons families love ', 'positive'),
(' joanne from your san diego staff was phenomenal give that girl a raise she handled our #flightnightmare better than anyone ', 'positive'),
(' lol i already am i am a card member as well too lol i enjoy flying with you guys', 'positive'),
(' constantly providing wonderful views and service #southwestluv', 'positive'),
(' would you say a delay is more likely thanks so much ', 'positive'),
(' companion pass because everyone deserves #redcarpet treatment and a even if it s your mom', 'positive'),
(' not surprised that you were the fastest responding us brand on twitter for q q alsofastest in the world in q ', 'positive'),
(' sign me up ', 'positive'),
(' thanks for a speedy flight time recovery ', 'positive'),
(' weather keeps slowing us down not your fault this is thetime a southwest flight of mine was late flight so i can t complain', 'positive'),
(' @boeingairplanes i really would love to experience first class on that plane looks stunning ', 'positive'),
(' i love the service and cheap upgrades american provides one of the best airlines ever good foodgood seatsamazing thanks ', 'positive'),
(' thanks connection thru nashville have aboarding pass get to dallas gate boarding min before flt get end of b group', 'positive'),
(' @gerri_elliott you will every chance i get thanks for keeping me exec platinum ', 'positive'),
(' burleythe best ', 'positive'),
(' thanks for bringing my son home to me ', 'positive'),
(' just got mine now where to go ', 'positive'),
(' thanks to aa dart for getting me home in time for work this morning den dfw didn t have to waste a vaca day @dartmedia', 'positive'),
(' you got yourselves hot ladies flying the air for life #loyal', 'positive'),
(' yesplease ', 'positive'),
(' nothing but praise for you helping our lady make her flight to chs tonight #impressed', 'positive'),
(' i continue to be amazed by the amazing customer service thank you swa ', 'positive'),
(' i love my companion pass qualifiedyear #hollymais', 'positive'),
(' got mine just in time for the wife and myanniversary ', 'positive'),
(' that would be brighter than all the stars combined on the red carpet tonight ', 'positive'),
(' thanks so much can t wait to fly with you guys', 'positive'),
(' okthank you ', 'positive'),
(' i found my footage d i am so so happy ', 'positive'),
(' has a beautiful fleet what a perfect evening to fly', 'positive'),
(' i did not she s a woman who s a leadshe was working at gate c ', 'positive'),
(' i changed my flight through st louis thanks for the reply though ', 'positive'),
(' thanks for helping my mom after @allegiantair wouldn t let her get on her plane in orlando you re the best ', 'positive'),
(' thanks very excited to see it d', 'positive'),
(' keep it up', 'positive'),
(' crew of wn san sfo was brilliant rita was hilarious i know i ve been down on you beforebut this was a great flight ', 'positive'),
(' ty for your consideration ', 'positive'),
(' thx for the follow up just sent ', 'positive'),
(' you re my early frontrunner for best airline ', 'positive'),
(' loved it ', 'positive'),
(' show me some love and a companion flight~please and thank you ', 'positive'),
(' yes i was everything worked out great', 'positive'),
(' you know what d be beyond awesome a pair of tickets to theshow in atl a girl can dream ', 'positive'),
(' i ve just received the ticket thank you for your help', 'positive'),
(' thanks for your prompt response i know you put safety first unfortunately will hit freezing rain sleet on ride home ', 'positive'),
(' ok that s super helpful thank you i ll reach out if i have any other questions ', 'positive'),
(' thanks for the instant replyand for still doing first bag free so important ', 'positive'),
(' thanks', 'positive'),
(' thank you for the confirmation maybe people on my flight have directional dislexia ', 'positive'),
(' made it send bloody mary s to row ', 'positive'),
(' kudos to the crew of flight to grr for making a very special memory for a sweet young passengerand her momma well done ', 'positive'),
(' all good beers and ar #dia', 'positive'),
(' on the plane now hopefully no longer at the mercy of the playlist thanks ', 'positive'),
(' yes please', 'positive'),
(' if you follow mei will be able toyou thanks ', 'positive'),
(' glad to hear that there were no serious injuries in the minor crash @dfwairport this evening ', 'positive'),
(' thank you swa and shannon g @lasairport c for being a miracle worker #awesome', 'positive'),
(' beautiful view flying into san joseca this evening', 'positive'),
(' no space in my seat but thanks to your pilots i m back mn early to ohare didn t think that was possible #sna ord # ', 'positive'),
